rank,arxiv_id,title,published_date,cited_by_count,total_score,abs_url
5406,2504.06819,Developing Modular Grasping and Manipulation Pipeline Infrastructure to Streamline Performance Benchmarking,2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06819
5407,2504.06735,Interactive Expressive Motion Generation Using Dynamic Movement Primitives,2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06735
5408,2504.06677,Setup-Invariant Augmented Reality for Teaching by Demonstration with Surgical Robots,2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06677
5409,2504.06662,RAMBO: RL-Augmented Model-Based Whole-Body Control for Loco-Manipulation,2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06662
5410,2504.06596,Overcoming Dynamic Environments: A Hybrid Approach to Motion Planning for Manipulators,2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06596
5411,2504.06548,"Artificial Spin Ice: A Tutorial on Design and Control of Geometry, Microstate, Magnon Dynamics & Neuromorphic Computing",2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06548
5412,2504.06538,OPAL: Encoding Causal Understanding of Physical Systems for Robot Learning,2025-04-09,missing,1.0,https://arxiv.org/abs/2504.06538
5413,2504.07143,Functionally graded keratin facilitates tactile sensing in elephant whiskers,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.07143
5414,2504.06370,Automated Fabrication of Magnetic Soft Microrobots,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.06370
5415,2504.06352,Quadrupole signature as a kinematic diagnostic to constrain bar properties : implications for the Milky Way,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.06352
5416,2504.06156,ViTaMIn: Learning Contact-Rich Tasks Through Robot-Free Visuo-Tactile Manipulation Interface,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.06156
5417,2504.06084,MAPLE: Encoding Dexterous Robotic Manipulation Priors Learned From Egocentric Videos,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.06084
5418,2504.05791,Illusion Spaces in VR: The Interplay Between Size and Taper Angle Perception in Grasping,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.05791
5419,2504.05665,Experimental Evaluation of Precise Placement of the Hollow Object with Asymmetric Pivot Manipulation,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.05665
5420,2504.05585,TW-CRL: Time-Weighted Contrastive Reward Learning for Efficient Inverse Reinforcement Learning,2025-04-08,missing,1.0,https://arxiv.org/abs/2504.05585
5421,2504.12310,Reflective Empiricism: Bias Reflection and Introspection as a Scientific Method,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.12310
5422,2504.05552,Lazy-DaSH: Lazy Approach for Hypergraph-based Multi-robot Task and Motion Planning,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.05552
5423,2504.05488,SPARK-Remote: A Cost-Effective System for Remote Bimanual Robot Teleoperation,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.05488
5424,2504.05287,RobustDexGrasp: Robust Dexterous Grasping of General Objects,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.05287
5425,2504.05242,Spectral correlations of dynamical Resonance Fluorescence,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.05242
5426,2504.05225,Vision-Language Model Predictive Control for Manipulation Planning and Trajectory Generation,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.05225
5427,2504.05084,Speech-to-Trajectory: Learning Human-Like Verbal Guidance for Robot Motion,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.05084
5428,2504.04998,CONCERT: a Modular Reconfigurable Robot for Construction,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.04998
5429,2504.04991,Wavelet Policy: Imitation Learning in the Scale Domain with World Prior Memory,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.04991
5430,2504.04970,A High-Force Gripper with Embedded Multimodal Sensing for Powerful and Perception Driven Grasping,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.04970
5431,2504.04795,Embodied Perception for Test-time Grasping Detection Adaptation with Knowledge Infusion,2025-04-07,missing,1.0,https://arxiv.org/abs/2504.04795
5432,2504.04744,"Grounding 3D Object Affordance with Language Instructions, Visual Observations and Interactions",2025-04-07,missing,1.0,https://arxiv.org/abs/2504.04744
5433,2504.04612,Tool-as-Interface: Learning Robot Policies from Observing Human Tool Use,2025-04-06,missing,1.0,https://arxiv.org/abs/2504.04612
5434,2504.04603,Diffusion-Based Approximate MPC: Fast and Consistent Imitation of Multi-Modal Action Distributions,2025-04-06,missing,1.0,https://arxiv.org/abs/2504.04603
5435,2504.04598,B4P: Simultaneous Grasp and Motion Planning for Object Placement via Parallelized Bidirectional Forests and Path Repair,2025-04-06,missing,1.0,https://arxiv.org/abs/2504.04598
5436,2504.04573,DexTOG: Learning Task-Oriented Dexterous Grasp with Language,2025-04-06,missing,1.0,https://arxiv.org/abs/2504.04573
5437,2504.04516,DexSinGrasp: Learning a Unified Policy for Dexterous Object Singulation and Grasping in Densely Cluttered Environments,2025-04-06,missing,1.0,https://arxiv.org/abs/2504.04516
5438,2504.04421,Deliberate Planning of 3D Bin Packing on Packing Configuration Trees,2025-04-06,missing,1.0,https://arxiv.org/abs/2504.04421
5439,2504.04259,"ORCA: An Open-Source, Reliable, Cost-Effective, Anthropomorphic Robotic Hand for Uninterrupted Dexterous Task Learning",2025-04-05,missing,1.0,https://arxiv.org/abs/2504.04259
5440,2504.04179,Variational autoencoders understand knot topology,2025-04-05,missing,1.0,https://arxiv.org/abs/2504.04179
5441,2504.04164,MInCo: Mitigating Information Conflicts in Distracted Visual Model-based Reinforcement Learning,2025-04-05,missing,1.0,https://arxiv.org/abs/2504.04164
5442,2504.04148,A General Peg-in-Hole Assembly Policy Based on Domain Randomized Reinforcement Learning,2025-04-05,missing,1.0,https://arxiv.org/abs/2504.04148
5443,2504.13889,Maestoso: An Intelligent Educational Sketching Tool for Learning Music Theory,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.13889
5444,2504.05330,Sim4EndoR: A Reinforcement Learning Centered Simulation Platform for Task Automation of Endovascular Robotics,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.05330
5445,2504.05329,Ultrasound-Guided Robotic Blood Drawing and In Vivo Studies on Submillimetre Vessels of Rats,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.05329
5446,2504.03938,Energy Efficient Planning for Repetitive Heterogeneous Tasks in Precision Agriculture,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03938
5447,2504.03597,Real-is-Sim: Bridging the Sim-to-Real Gap with a Dynamic Digital Twin,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03597
5448,2504.03515,Dexterous Manipulation through Imitation Learning: A Survey,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03515
5449,2504.03500,Learning Dual-Arm Coordination for Grasping Large Flat Objects,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03500
5450,2504.03379,MultiClear: Multimodal Soft Exoskeleton Glove for Transparent Object Grasping Assistance,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03379
5451,2504.03369,Point Cloud-based Grasping for Soft Hand Exoskeleton,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03369
5452,2504.03328,Policy Optimization Algorithms in a Unified Framework,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03328
5453,2504.03245,Seeing is Believing: Belief-Space Planning with Foundation Models as Uncertainty Estimators,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03245
5454,2504.03192,"A Survey of Quantum Transformers: Architectures, Challenges and Outlooks",2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03192
5455,2504.03129,GraphSeg: Segmented 3D Representations via Graph Edge Addition and Contraction,2025-04-04,missing,1.0,https://arxiv.org/abs/2504.03129
5456,2504.03067,Statics of continuum planar grasping,2025-04-03,missing,1.0,https://arxiv.org/abs/2504.03067
5457,2504.03053,Push-Grasp Policy Learning Using Equivariant Models and Grasp Score Optimization,2025-04-03,missing,1.0,https://arxiv.org/abs/2504.03053
5458,2504.02918,Morpheus: Benchmarking Physical Reasoning of Video Generative Models with Real Physical Experiments,2025-04-03,missing,1.0,https://arxiv.org/abs/2504.02918
5459,2504.02792,Unified World Models: Coupling Video and Action Diffusion for Pretraining on Large Robotic Datasets,2025-04-03,missing,1.0,https://arxiv.org/abs/2504.02792
5460,2504.02252,Adapting World Models with Latent-State Dynamics Residuals,2025-04-03,missing,1.0,https://arxiv.org/abs/2504.02252
5461,2504.02069,RoboAct-CLIP: Video-Driven Pre-training of Atomic Action Understanding for Robotics,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.02069
5462,2504.01959,Slot-Level Robotic Placement via Visual Imitation from Single Human Video,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01959
5463,2504.01861,Corner-Grasp: Multi-Action Grasp Detection and Active Gripper Adaptation for Grasping in Cluttered Environments,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01861
5464,2504.01708,TransforMerger: Transformer-based Voice-Gesture Fusion for Robust Human-Robot Communication,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01708
5465,2504.01554,8-DoFs Cable Driven Parallel Robots for Bimanual Teleportation,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01554
5466,2504.01507,Grasping by Spiraling: Reproducing Elephant Movements with Rigid-Soft Robot Synergy,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01507
5467,2504.01405,Teaching Robots to Handle Nuclear Waste: A Teleoperation-Based Learning Approach<,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01405
5468,2504.01301,Bi-LAT: Bilateral Control-Based Imitation Learning via Natural Language and Action Chunking with Transformers,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01301
5469,2504.01260,The Social Life of Industrial Arms: How Arousal and Attention Shape Human-Robot Interaction,2025-04-02,missing,1.0,https://arxiv.org/abs/2504.01260
5470,2504.00995,A Minimal Introduction to Quantum Computing,2025-04-01,missing,1.0,https://arxiv.org/abs/2504.00995
5471,2504.00907,Grounding Multimodal LLMs to Embodied Agents that Ask for Help with Reinforcement Learning,2025-04-01,missing,1.0,https://arxiv.org/abs/2504.00907
5472,2504.00420,"Think Small, Act Big: Primitive Prompt Learning for Lifelong Robot Manipulation",2025-04-01,missing,1.0,https://arxiv.org/abs/2504.00420
5473,2504.00167,Enhancing Physical Human-Robot Interaction: Recognizing Digits via Intrinsic Robot Tactile Sensing,2025-03-31,missing,1.0,https://arxiv.org/abs/2504.00167
5474,2503.24388,RIG: Synergizing Reasoning and Imagination in End-to-End Generalist Policy,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.24388
5475,2503.24361,Sim-and-Real Co-Training: A Simple Recipe for Vision-Based Robotic Manipulation,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.24361
5476,2503.24278,AutoEval: Autonomous Evaluation of Generalist Robot Manipulation Policies in the Real World,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.24278
5477,2503.24130,Graph Neural Network-Based Predictive Modeling for Robotic Plaster Printing,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.24130
5478,2503.24070,HACTS: a Human-As-Copilot Teleoperation System for Robot Learning,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.24070
5479,2503.23975,A Reactive Framework for Whole-Body Motion Planning of Mobile Manipulators Combining Reinforcement Learning and SDF-Constrained Quadratic Programmi,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.23975
5480,2503.23877,ZeroMimic: Distilling Robotic Manipulation Skills from Web Videos,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.23877
5481,2503.23835,Disambiguate Gripper State in Grasp-Based Tasks: Pseudo-Tactile as Feedback Enables Pure Simulation Learning,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.23835
5482,2503.23813,Evaluation of a Virtual Laboratory Platform in General Education on Quantum Information Science,2025-03-31,missing,1.0,https://arxiv.org/abs/2503.23813
5483,2503.23587,PhysPose: Refining 6D Object Poses with Physical Constraints,2025-03-30,missing,1.0,https://arxiv.org/abs/2503.23587
5484,2503.23571,R900: Understanding the Cost-Effectiveness of Random Exploration from 900 Hours of Robotic Data Collection,2025-03-30,missing,1.0,https://arxiv.org/abs/2503.23571
5485,2503.23271,Learning Coordinated Bimanual Manipulation Policies using State Diffusion and Inverse Dynamics Models,2025-03-30,missing,1.0,https://arxiv.org/abs/2503.23271
5486,2503.23270,Localized Graph-Based Neural Dynamics Models for Terrain Manipulation,2025-03-30,missing,1.0,https://arxiv.org/abs/2503.23270
5487,2503.23120,Dexterous Non-Prehensile Manipulation for Ungraspable Object via Extrinsic Dexterity,2025-03-29,missing,1.0,https://arxiv.org/abs/2503.23120
5488,2503.22869,SIGHT: Synthesizing Image-Text Conditioned and Geometry-Guided 3D Hand-Object Trajectories,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22869
5489,2503.22634,Empirical Analysis of Sim-and-Real Cotraining of Diffusion Policies for Planar Pushing from Pixels,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22634
5490,2503.22588,Next-Best-Trajectory Planning of Robot Manipulators for Effective Observation and Exploration,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22588
5491,2503.22524,Robust Offline Imitation Learning Through State-level Trajectory Stitching,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22524
5492,2503.22459,Control of Humanoid Robots with Parallel Mechanisms using Differential Actuation Models,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22459
5493,2503.22427,Collapse and Collision Aware Grasping for Cluttered Shelf Picking,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22427
5494,2503.22370,Grasping a Handful: Sequential Multi-Object Dexterous Grasp Generation,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22370
5495,2503.22249,FLAM: Foundation Model-Based Body Stabilization for Humanoid Locomotion and Manipulation,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22249
5496,2503.22240,Bimanual Regrasp Planning and Control for Active Reduction of Object Pose Uncertainty,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22240
5497,2503.22122,REMAC: Self-Reflective and Self-Evolving Multi-Agent Collaboration for Long-Horizon Robot Manipulation,2025-03-28,missing,1.0,https://arxiv.org/abs/2503.22122
5498,2504.01024,Gaze-Guided 3D Hand Motion Prediction for Detecting Intent in Egocentric Grasping Tasks,2025-03-27,missing,1.0,https://arxiv.org/abs/2504.01024
5499,2503.21860,ManipTrans: Efficient Dexterous Bimanual Manipulation Transfer via Residual Learning,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21860
5500,2503.21696,"Embodied-Reasoner: Synergizing Visual Search, Reasoning, and Action for Embodied Interactive Tasks",2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21696
5501,2503.21640,Towards Fully Automated Decision-Making Systems for Greenhouse Control: Challenges and Opportunities,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21640
5502,2503.21603,All-Optical High-speed Programmable Nonlinear Activation Functions using a Fabry-Perot Laser,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21603
5503,2503.21491,Data-Driven Contact-Aware Control Method for Real-Time Deformable Tool Manipulation: A Case Study in the Environmental Swabbing,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21491
5504,2503.21406,Neuro-Symbolic Imitation Learning: Discovering Symbolic Abstractions for Skill Learning,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21406
5505,2503.21288,Haptic bilateral teleoperation system for free-hand dental procedures,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21288
5506,2503.21257,OminiAdapt: Learning Cross-Task Invariance for Robust and Environment-Aware Robotic Manipulation,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21257
5507,2503.21232,Knowledge Graphs as World Models for Semantic Material-Aware Obstacle Handling in Autonomous Vehicles,2025-03-27,missing,1.0,https://arxiv.org/abs/2503.21232
5508,2503.20957,Pellet-based 3D Printing of Soft Thermoplastic Elastomeric Membranes for Soft Robotic Applications,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20957
5509,2503.20916,A Study of Perceived Safety for Soft Robotics in Caregiving Tasks,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20916
5510,2503.20839,TAR: Teacher-Aligned Representations via Contrastive Learning for Quadrupedal Locomotion,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20839
5511,2503.20754,"Flying Vines: Design, Modeling, and Control of a Soft Aerial Robotic Arm",2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20754
5512,2503.20425,Perspective-Shifted Neuro-Symbolic World Models: A Framework for Socially-Aware Robot Navigation,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20425
5513,2503.20208,Learning Adaptive Dexterous Grasping from Single Demonstrations,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20208
5514,2503.20180,In-orbit Performance of the Soft X-ray Imaging Telescope Xtend aboard XRISM,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20180
5515,2503.20139,Look Before Leap: Look-Ahead Planning with Uncertainty in Reinforcement Learning,2025-03-26,missing,1.0,https://arxiv.org/abs/2503.20139
5516,2503.20820,Benchmarking Multi-Object Grasping,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.20820
5517,2503.20020,Gemini Robotics: Bringing AI into the Physical World,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.20020
5518,2503.19953,Self-Supervised Learning of Motion Concepts by Optimizing Counterfactuals,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19953
5519,2503.19913,PartRM: Modeling Part-Level Dynamics with Large Cross-State Reconstruction Model,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19913
5520,2503.19893,Visuo-Tactile Object Pose Estimation for a Multi-Finger Robot Hand with Low-Resolution In-Hand Tactile Sensing,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19893
5521,2503.19740,LEMON: A Large Endoscopic MONocular Dataset and Foundation Model for Perception in Surgical Settings,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19740
5522,2503.19516,Boosting Robotic Manipulation Generalization with Minimal Costly Data,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19516
5523,2503.19510,RoboFlamingo-Plus: Fusion of Depth and RGB Perception with Vision-Language Models for Enhanced Robotic Manipulation,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19510
5524,2503.19457,G-DexGrasp: Generalizable Dexterous Grasping Synthesis Via Part-Aware Prior Retrieval and Prior-Assisted Generation,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19457
5525,2503.19397,Quality-focused Active Adversarial Policy for Safe Grasping in Human-Robot Interaction,2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19397
5526,2503.19225,"CoinFT: A Coin-Sized, Capacitive 6-Axis Force Torque Sensor for Robotic Applications",2025-03-25,missing,1.0,https://arxiv.org/abs/2503.19225
5527,2503.19171,Contact-based Grasp Control and Inverse Kinematics for a Five-fingered Robotic Hand,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.19171
5528,2503.19037,Evolutionary Policy Optimization,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.19037
5529,2503.18871,Bootstrapped Model Predictive Control,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18871
5530,2503.18769,AlphaSpace: Enabling Robotic Actions through Semantic Tokenization and Symbolic Reasoning,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18769
5531,2503.18738,RoboEngine: Plug-and-Play Robot Data Augmentation with Semantic Robot Segmentation and Background Generation,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18738
5532,2503.18616,FF-SRL: High Performance GPU-Based Surgical Simulation For Robot Learning,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18616
5533,2503.18612,Adventurer: Exploration with BiGAN for Deep Reinforcement Learning,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18612
5534,2503.18531,Parental Guidance: Efficient Lifelong Learning through Evolutionary Distillation,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18531
5535,2503.18513,LookCloser: Frequency-aware Radiance Field for Tiny-Detail Scene,2025-03-24,missing,1.0,https://arxiv.org/abs/2503.18513
5536,2503.18988,SG-Tailor: Inter-Object Commonsense Relationship Reasoning for Scene Graph Manipulation,2025-03-23,missing,1.0,https://arxiv.org/abs/2503.18988
5537,2503.17846,Smart Ankleband for Plug-and-Play Hand-Prosthetic Control,2025-03-22,missing,1.0,https://arxiv.org/abs/2503.17846
5538,2503.17711,Adaptive Perching and Grasping by Aerial Robot with Light-weight and High Grip-force Tendon-driven Three-fingered Hand using Single Actuator,2025-03-22,missing,1.0,https://arxiv.org/abs/2503.17711
5539,2503.17501,Shear-based Grasp Control for Multi-fingered Underactuated Tactile Robotic Hands,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.17501
5540,2503.17432,TamedPUMA: safe and stable imitation learning with geometric fabrics,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.17432
5541,2503.17309,LLM+MAP: Bimanual Robot Task Planning using Large Language Models and Planning Domain Definition Language,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.17309
5542,2503.17125,LaMOuR: Leveraging Language Models for Out-of-Distribution Recovery in Reinforcement Learning,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.17125
5543,2503.17109,Missing Target-Relevant Information Prediction with World Model for Accurate Zero-Shot Composed Image Retrieval,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.17109
5544,2503.17106,GAA-TSO: Geometry-Aware Assisted Depth Completion for Transparent and Specular Objects,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.17106
5545,2503.16806,DyWA: Dynamics-adaptive World Action Model for Generalizable Non-prehensile Manipulation,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.16806
5546,2503.16803,BEAC: Imitating Complex Exploration and Task-oriented Behaviors for Invisible Object Nonprehensile Manipulation,2025-03-21,missing,1.0,https://arxiv.org/abs/2503.16803
5547,2503.17406,IRef-VLA: A Benchmark for Interactive Referential Grounding with Imperfect Language in 3D Scenes,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.17406
5548,2503.16592,ContactFusion: Stochastic Poisson Surface Maps from Visual and Contact Sensing,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.16592
5549,2503.16408,RoboFactory: Exploring Embodied Agent Collaboration with Compositional Constraints,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.16408
5550,2503.16197,Explosive Jumping with Rigid and Articulated Soft Quadrupeds via Example Guided Reinforcement Learning,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.16197
5551,2503.15987,A Laser-guided Interaction Interface for Providing Effective Robot Assistance to People with Upper Limbs Impairments,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.15987
5552,2503.15897,Learning 3D Scene Analogies with Neural Contextual Scene Maps,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.15897
5553,2503.15895,CONTHER: Human-Like Contextual Robot Learning via Hindsight Experience Replay and Transformers without Expert Demonstrations,2025-03-20,missing,1.0,https://arxiv.org/abs/2503.15895
5554,2503.16544,Causal Discovery and Counterfactual Reasoning to Optimize Persuasive Dialogue Policies,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.16544
5555,2503.15685,Robotic Paper Wrapping by Learning Force Control,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15685
5556,2503.15629,Neural Lyapunov Function Approximation with Self-Supervised Reinforcement Learning,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15629
5557,2503.15481,Learning to Play Piano in the Real World,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15481
5558,2503.15447,Friction-Scaled Vibrotactile Feedback for Real-Time Slip Detection in Manipulation using Robotic Sixth Finger,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15447
5559,2503.15386,CCDP: Composition of Conditional Diffusion Policies with Guided Sampling,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15386
5560,2503.15371,GIFT: Geometry-Induced Functional Transfer for Category-level Object Manipulation,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15371
5561,2503.15368,Online Imitation Learning for Manipulation via Decaying Relative Correction through Teleoperation,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15368
5562,2503.15167,Volumetric Reconstruction From Partial Views for Task-Oriented Grasping,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15167
5563,2503.15082,StyleLoco: Generative Adversarial Distillation for Natural Humanoid Robot Locomotion,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15082
5564,2503.15035,GraspCorrect: Robotic Grasp Correction via Vision-Language Model-Guided Feedback,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.15035
5565,2503.14855,Sensorized gripper for human demonstrations,2025-03-19,missing,1.0,https://arxiv.org/abs/2503.14855
5566,2503.16540,Adaptive Drift Compensation for Soft Sensorized Finger Using Continual Learning,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.16540
5567,2503.15557,Motion Synthesis with Sparse and Flexible Keyjoint Control,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.15557
5568,2503.14753,Dexterous Control of an 11-DOF Redundant Robot for CT-Guided Needle Insertion With Task-Oriented Weighted Policies,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14753
5569,2503.14701,ARC-Calib: Autonomous Markerless Camera-to-Robot Calibration via Exploratory Robot Motions,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14701
5570,2503.14669,Reinforcement Learning-Based Neuroadaptive Control of Robotic Manipulators under Deferred Constraints,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14669
5571,2503.14329,EvolvingGrasp: Evolutionary Grasp Generation via Efficient Preference Alignment,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14329
5572,2503.14268,Pushing Everything Everywhere All At Once: Probabilistic Prehensile Pushing,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14268
5573,2503.14259,Quantization-Free Autoregressive Action Transformer,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14259
5574,2503.14051,Foundation Feature-Driven Online End-Effector Pose Estimation: A Marker-Free and Learning-Free Approach,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.14051
5575,2503.13916,Learning Bimanual Manipulation via Action Chunking and Inter-Arm Coordination with Transformers,2025-03-18,missing,1.0,https://arxiv.org/abs/2503.13916
5576,2503.22701,Quantum Port: Gamification of quantum teleportation for public engagement,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.22701
5577,2503.14545,PANDORA: Diffusion Policy Learning for Dexterous Robotic Piano Playing,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.14545
5578,2503.13441,Humanoid Policy ~ Human Policy,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13441
5579,2503.13418,FLEX: A Framework for Learning Robot-Agnostic Force-based Skills Involving Sustained Contact Object Manipulation,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13418
5580,2503.13303,UniHOPE: A Unified Approach for Hand-Only and Hand-Object Pose Estimation,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13303
5581,2503.13250,MindEye-OmniAssist: A Gaze-Driven LLM-Enhanced Assistive Robot System for Implicit Intention Recognition and Task Execution,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13250
5582,2503.13217,Dense Policy: Bidirectional Autoregressive Learning of Actions,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13217
5583,2503.13171,HybridGen: VLM-Guided Hybrid Planning for Scalable Data Generation of Imitation Learning,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13171
5584,2503.13162,Efficient Imitation under Misspecification,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13162
5585,2503.13082,Free-form language-based robotic reasoning and grasping,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.13082
5586,2503.12993,Robot Policy Transfer with Online Demonstrations: An Active Reinforcement Learning Approach,2025-03-17,missing,1.0,https://arxiv.org/abs/2503.12993
